id;earthquake;M0 (seismic moment, Nm);a (radius, m);?? (stress drop, Pa);Er (radiated energy, J);tau i (Pa);type of energy;value (J/m^2);type of slip;value (m);Reference M0, a;Reference Er;Reference slip, G';Collection;Note;Type of seismic event
;;0.14;0.003;2230000;2.39445E-06;;G';0.099343926;slip;1.6505E-07;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.042;0.0025;1150000;3.68509E-07;;G';0.022230304;slip;7.13014E-08;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.111;0.005;380000;3.21892E-07;;G';0.004852418;slip;4.71099E-08;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.765;0.0055;1980000;1.16319E-05;;G';0.143245762;slip;2.68327E-07;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.063;0.0045;300000;1.46256E-07;;G';0.002652488;slip;3.30099E-08;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.049;0.0035;490000;1.83581E-07;;G';0.005627866;slip;4.24413E-08;McLaskey et al., 2014;McLaskey et al., 2014;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;7.7E+14;504;2600000;20000000000;;G';16749.89822;slip;0.032163146;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;8.7E+14;540;2490000;23000000000;;G';14305.38772;slip;0.031656333;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1E+15;636;1680000;64000000000;;G';-28329.46655;slip;0.026230988;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1E+15;612;1970000;8500000000;;G';20679.92162;slip;0.02832866;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.4E+15;492;4980000;32000000000;;G';110721.5134;slip;0.061365843;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.4E+15;696;1850000;12000000000;;G';20479.6252;slip;0.030664679;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.4E+15;720;1620000;18000000000;;G';12157.66926;slip;0.028654439;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.7E+15;804;1450000;22000000000;;G';9397.065762;slip;0.027903951;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.7E+15;660;2550000;22000000000;;G';36719.63219;slip;0.04140854;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2E+15;636;3470000;23000000000;;G';72922.14539;slip;0.052461975;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.2E+15;516;7060000;43000000000;;G';258069.2796;slip;0.087670231;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.4E+15;864;1620000;26000000000;;G';16544.52748;slip;0.034112428;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.5E+15;792;2200000;1E+11;;G';-4228.813362;slip;0.042288134;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.6E+15;792;2310000;46000000000;;G';27453.45635;slip;0.043979659;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;3.2E+15;780;2900000;1.1E+11;;G';23369.23337;slip;0.055807124;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;3.4E+15;1020;1390000;2E+11;;G';-37091.28079;slip;0.03467428;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;4E+15;708;4980000;1.2E+11;;G';134623.0646;slip;0.084668594;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;4.6E+15;648;7410000;76000000000;;G';373038.3492;slip;0.116234939;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;4.8E+15;576;10900000;1.9E+11;;G';654319.0055;slip;0.153505925;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;5.6E+15;660;8330000;90000000000;;G';502358.6695;slip;0.136404604;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;6E+15;744;6250000;69000000000;;G';319726.805;slip;0.115009642;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;7.5E+15;840;5610000;1.8E+11;;G';235146.015;slip;0.112779863;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;7.9E+15;552;20100000;1.7E+11;;G';2587082.654;slip;0.275091903;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.6E+16;1596;1740000;5.2E+11;;G';-6997.974897;slip;0.06664738;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.7E+16;696;21700000;4.4E+11;;G';3750947.396;slip;0.372356822;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.85E+17;1404;3990000;2.2E+12;;G';1631341.073;slip;0.995786847;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;3.5E+16;744;37700000;9.9E+11;;G';12076970.83;slip;0.670889579;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;4.1E+16;2544;10800000;1.2E+12;;G';303951.5682;slip;0.067216906;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.2E+17;2292;4400000;4.2E+12;;G';278726.8023;slip;0.242371132;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.17E+11;57.7;500000;1990000;;G';-17.36895734;slip;0.000691571;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;3.65E+11;31.9;4930000;6380000;;G';7385.502964;slip;0.003805751;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;5.9E+11;36.5;5320000;9650000;;G';10193.40272;slip;0.004698889;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;4.28E+12;56.9;10200000;408000000;;G';31421.89443;slip;0.014026461;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;59900000000;28.6;1120000;675000;;G';172.4457442;slip;0.000777005;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;2.17E+12;72.4;2500000;39700000;;G';3079.808384;slip;0.004392497;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.12E+11;32.4;1430000;1120000;;G';469.7913018;slip;0.001132027;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.02E+11;13.5;18000000;4440000;;G';45689.91288;slip;0.005938291;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.31E+13;88.7;8220000;433000000;;G';55091.46548;slip;0.017666598;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;6.3E+11;33.7;7220000;15300000;;G';16959.67316;slip;0.005885856;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.45E+12;51.2;4730000;28700000;;G';10395.04198;slip;0.005868903;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.43E+11;29.6;2410000;1630000;;G';1494.560149;slip;0.001731735;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;1.95E+11;27.6;4070000;5320000;;G';3304.2368;slip;0.002716097;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;5.27E+11;33.4;6210000;16500000;;G';10855.48107;slip;0.00501241;Mori et al., 2003;Mori et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;natural
;;0.011;0.0051;36279.41;0.000000018;;G';-0.000138886;slip;4.48726E-09;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.022;0.0054;61125.083;0.000000042;;G';-0.000213816;slip;8.00505E-09;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.049;0.0064;81777.573;0.000000027;;G';0.000309179;slip;1.2693E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.037;0.0056;92175.542;0.00000011;;G';-0.000539568;slip;1.25186E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.016;0.0041;101565.561;0.00000001;;G';0.000323501;slip;1.00991E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.071;0.0064;118494.034;0.000000062;;G';0.00060785;slip;1.83919E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.034;0.005;119000;0.000000038;;G';0.000374757;slip;1.443E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.016;0.0038;127569.617;0.00000001;;G';0.000529456;slip;1.17566E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.026;0.0044;133534.467;0.000000026;;G';0.000523911;slip;1.42494E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.048;0.0053;141056.04;0.000000046;;G';0.000757471;slip;1.81309E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.028;0.0045;134430.727;0.000000024;;G';0.000608865;slip;1.46711E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.03;0.0045;144032.922;0.000000028;;G';0.000691895;slip;1.5719E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.044;0.0059;93729.154;0.000000028;;G';0.000372487;slip;1.34115E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.013;0.0034;144705.373;0.000000016;;G';0.000422747;slip;1.1932E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.085;0.0064;141859.055;0.000000071;;G';0.001010004;slip;2.20185E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.019;0.0038;151488.92;0.000000021;;G';0.000594549;slip;1.3961E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.0081;0.0029;145301.16;7.1E-09;;G';0.000473705;slip;1.02192E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.059;0.0055;155146.506;0.000000065;;G';0.00092137;slip;2.06945E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.046;0.0051;151713.896;0.000000053;;G';0.000774835;slip;1.87649E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.022;0.0039;162258.298;0.000000025;;G';0.000721894;slip;1.5347E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.062;0.0053;182197.384;0.000000078;;G';0.001249563;slip;2.3419E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.099;0.0066;150654.27;0.00000013;;G';0.000866507;slip;2.41144E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.01;0.0028;199298.469;0.000000014;;G';0.000780201;slip;1.35336E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.029;0.004;198242.188;0.000000047;;G';0.000971185;slip;1.92312E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.039;0.0044;200301.7;0.000000038;;G';0.001515854;slip;2.13741E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.033;0.0042;194869.615;0.000000051;;G';0.001013725;slip;1.98493E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.075;0.0055;197220.135;0.000000095;;G';0.001594445;slip;2.63066E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.013;0.003;210648.148;8.7E-09;;G';0.001306501;slip;1.5326E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.066;0.0057;155918.42;0.000000098;;G';0.000720192;slip;2.15538E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.03;0.0039;221261.316;0.00000006;;G';0.001059582;slip;2.09277E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.018;0.0057;42523.206;5.5E-09;;G';7.10977E-05;slip;5.8783E-09;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.011;0.0028;219228.316;0.000000035;;G';0.000210793;slip;1.48869E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.027;0.0037;233204.351;0.000000044;;G';0.001416978;slip;2.09261E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.016;0.0031;234970.293;0.0000001;;G';-0.001236846;slip;1.76655E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.033;0.0039;243387.448;0.000000059;;G';0.00156671;slip;2.30204E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.023;0.0034;256017.199;0.000000025;;G';0.002013941;slip;2.11105E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.017;0.0031;249655.936;0.000000029;;G';0.001382407;slip;1.87696E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.079;0.0052;245807.493;0.00000017;;G';0.001808699;slip;3.09991E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.031;0.0037;267753.144;0.00000006;;G';0.001821484;slip;2.40263E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.043;0.0046;193273.814;0.000000071;;G';0.001015597;slip;2.15616E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.091;0.0054;252835.569;0.00000018;;G';0.002221044;slip;3.31118E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.028;0.0036;262560.014;0.000000056;;G';0.001633991;slip;2.29236E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.031;0.0037;267753.144;0.000000082;;G';0.001309956;slip;2.40263E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.014;0.0028;279017.857;0.000000029;;G';0.001465856;slip;1.8947E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.038;0.0039;280264.334;0.000000082;;G';0.001998608;slip;2.65084E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.096;0.0053;282112.079;0.00000021;;G';0.002735259;slip;3.62617E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.0081;0.0023;291259.144;0.000000017;;G';0.001343038;slip;1.62464E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.037;0.0038;295004.738;0.0000001;;G';0.001805804;slip;2.71871E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.064;0.0052;199135.184;0.000000064;;G';0.001747065;slip;2.51132E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.022;0.0032;293731.689;0.000000039;;G';0.002135586;slip;2.27956E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.024;0.0033;292177.978;0.000000061;;G';0.00163309;slip;2.33836E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.084;0.005;294000;0.00000021;;G';0.002566851;slip;3.56507E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.05;0.0042;295256.992;0.000000073;;G';0.003122604;slip;3.00746E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.025;0.0033;304352.061;0.000000055;;G';0.002099073;slip;2.4358E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.013;0.0027;288954.936;0.000000035;;G';0.001205425;slip;1.8921E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.034;0.0036;318822.874;0.000000033;;G';0.003626824;slip;2.78357E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.031;0.0035;316326.531;0.000000088;;G';0.001960149;slip;2.68506E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.058;0.0043;319154.288;0.00000011;;G';0.003417498;slip;3.32828E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.017;0.0029;304953.053;0.00000005;;G';0.00137783;slip;2.14478E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.029;0.0034;322804.295;0.000000059;;G';0.002671547;slip;2.66176E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.034;0.0038;271085.435;0.000000087;;G';0.001468438;slip;2.49828E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.015;0.0027;333409.541;0.000000039;;G';0.001936598;slip;2.1832E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.065;0.0044;333836.166;0.00000014;;G';0.003644383;slip;3.56235E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.014;0.0026;348486.573;0.000000035;;G';0.002180777;slip;2.19741E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
;;0.046;0.0039;339267.351;0.00000006;;G';0.004187731;slip;3.20891E-08;Sellers et al., 2003;Sellers et al., 2003;Cocco et al., in prep.;Selvadurai, 2019;sm;laboratory
